trip_id,gender,starttime,stoptime,tripduration,temperature,events,from_station_id,dpcapacity_start,to_station_id,dpcapacity_end
2343452,Male,2014-06-30 07:01:00,2014-06-30 07:08:00,6.616666666666666,73.0,cloudy,192,39.0,100,23.0
2343451,Male,2014-06-30 07:00:00,2014-06-30 07:06:00,5.816666666666666,73.0,cloudy,74,23.0,164,23.0
2343450,Male,2014-06-30 07:00:00,2014-06-30 07:11:00,10.583333333333334,73.0,cloudy,338,15.0,284,23.0
2343449,Male,2014-06-30 07:00:00,2014-06-30 07:17:00,16.616666666666667,73.0,cloudy,118,19.0,98,15.0
2343448,Male,2014-06-30 07:00:00,2014-06-30 07:05:00,4.95,73.0,cloudy,68,23.0,283,23.0
2343446,Male,2014-06-30 07:00:00,2014-06-30 07:04:00,3.716666666666667,73.0,cloudy,319,15.0,188,15.0
2343445,Male,2014-06-30 07:00:00,2014-06-30 07:03:00,3.083333333333333,73.0,cloudy,74,23.0,48,27.0
2343444,Male,2014-06-30 07:00:00,2014-06-30 07:10:00,10.083333333333334,73.0,cloudy,110,23.0,36,31.0
2343443,Male,2014-06-30 07:00:00,2014-06-30 07:05:00,4.7,73.0,cloudy,153,19.0,115,23.0
2343442,Male,2014-06-30 07:00:00,2014-06-30 07:06:00,6.416666666666668,73.0,cloudy,84,19.0,73,19.0
2343441,Male,2014-06-30 07:00:00,2014-06-30 07:11:00,11.483333333333333,73.0,cloudy,231,15.0,244,19.0
2343462,Male,2014-06-30 06:57:00,2014-06-30 07:21:00,23.68333333333333,73.0,cloudy,219,11.0,286,23.0
2343440,Male,2014-06-30 06:59:00,2014-06-30 07:17:00,17.666666666666668,73.0,cloudy,118,19.0,98,15.0
2343438,Male,2014-06-30 06:59:00,2014-06-30 07:26:00,27.7,73.0,cloudy,174,23.0,94,19.0
2343437,Male,2014-06-30 06:59:00,2014-06-30 07:04:00,4.95,73.0,cloudy,195,31.0,81,39.0
2343435,Female,2014-06-30 06:58:00,2014-06-30 07:06:00,7.716666666666668,73.0,cloudy,255,31.0,37,19.0
2343433,Male,2014-06-30 06:58:00,2014-06-30 07:05:00,6.7666666666666675,73.0,cloudy,176,19.0,181,31.0
2343432,Male,2014-06-30 06:58:00,2014-06-30 07:10:00,12.35,73.0,cloudy,111,19.0,50,27.0
2343430,Male,2014-06-30 06:58:00,2014-06-30 07:13:00,15.316666666666665,73.0,cloudy,183,15.0,174,23.0
2343428,Male,2014-06-30 06:57:00,2014-06-30 07:01:00,3.283333333333333,73.0,cloudy,127,15.0,144,15.0
2343425,Male,2014-06-30 06:56:00,2014-06-30 07:14:00,17.35,73.0,cloudy,229,19.0,138,15.0
2343424,Male,2014-06-30 06:56:00,2014-06-30 07:13:00,16.416666666666668,73.0,cloudy,349,15.0,46,19.0
2343423,Female,2014-06-30 06:56:00,2014-06-30 07:02:00,5.833333333333332,73.0,cloudy,307,15.0,166,15.0
2343422,Male,2014-06-30 06:56:00,2014-06-30 06:59:00,3.1166666666666667,73.0,cloudy,327,19.0,225,15.0
2343419,Female,2014-06-30 06:56:00,2014-06-30 07:18:00,21.966666666666665,73.0,cloudy,260,19.0,92,19.0
2343418,Male,2014-06-30 06:56:00,2014-06-30 07:08:00,12.05,73.0,cloudy,72,15.0,287,27.0
2343417,Male,2014-06-30 06:55:00,2014-06-30 07:09:00,13.6,73.0,cloudy,226,15.0,58,19.0
2343416,Male,2014-06-30 06:55:00,2014-06-30 07:11:00,16.0,73.0,cloudy,168,19.0,264,19.0
2343415,Male,2014-06-30 06:55:00,2014-06-30 07:02:00,6.933333333333334,73.0,cloudy,197,19.0,26,31.0
2343412,Male,2014-06-30 06:53:00,2014-06-30 07:05:00,12.133333333333333,73.0,cloudy,25,23.0,283,23.0
2343411,Male,2014-06-30 06:53:00,2014-06-30 07:05:00,12.233333333333333,73.0,cloudy,25,23.0,283,23.0
2343410,Male,2014-06-30 06:55:00,2014-06-30 07:16:00,20.95,73.0,cloudy,131,15.0,46,19.0
2343409,Male,2014-06-30 06:55:00,2014-06-30 07:07:00,12.016666666666667,73.0,cloudy,26,31.0,51,31.0
2343406,Male,2014-06-30 06:54:00,2014-06-30 07:06:00,11.133333333333333,73.0,cloudy,15,15.0,73,19.0
2343405,Male,2014-06-30 06:54:00,2014-06-30 06:59:00,4.35,73.0,cloudy,52,31.0,52,31.0
2343402,Female,2014-06-30 06:54:00,2014-06-30 07:00:00,6.116666666666666,73.0,cloudy,305,15.0,210,19.0
2343401,Female,2014-06-30 06:54:00,2014-06-30 07:15:00,20.45,73.0,cloudy,186,15.0,68,23.0
2343398,Male,2014-06-30 06:53:00,2014-06-30 06:57:00,3.566666666666667,73.0,cloudy,192,39.0,283,23.0
2343397,Male,2014-06-30 06:53:00,2014-06-30 07:07:00,14.316666666666665,73.0,cloudy,76,39.0,341,19.0
2343396,Male,2014-06-30 06:53:00,2014-06-30 07:03:00,9.883333333333333,73.0,cloudy,176,19.0,49,27.0
2343395,Male,2014-06-30 06:53:00,2014-06-30 06:56:00,3.3833333333333333,73.0,cloudy,192,39.0,50,27.0
2343394,Male,2014-06-30 06:52:00,2014-06-30 07:04:00,11.166666666666664,73.0,cloudy,77,23.0,284,23.0
2343392,Male,2014-06-30 06:52:00,2014-06-30 07:10:00,18.15,73.0,cloudy,232,23.0,268,15.0
2343389,Male,2014-06-30 06:52:00,2014-06-30 06:59:00,7.65,73.0,cloudy,130,15.0,58,19.0
2343388,Female,2014-06-30 06:51:00,2014-06-30 07:04:00,12.8,73.0,cloudy,300,15.0,141,23.0
2343387,Male,2014-06-30 06:51:00,2014-06-30 06:56:00,4.783333333333333,73.0,cloudy,198,19.0,75,23.0
2343386,Male,2014-06-30 06:50:00,2014-06-30 07:10:00,19.85,73.0,cloudy,183,15.0,287,27.0
2343385,Female,2014-06-30 06:51:00,2014-06-30 06:56:00,4.583333333333333,73.0,cloudy,153,19.0,115,23.0
2343384,Male,2014-06-30 06:51:00,2014-06-30 06:54:00,3.6166666666666663,73.0,cloudy,226,15.0,153,19.0
2343381,Male,2014-06-30 06:51:00,2014-06-30 06:58:00,7.25,73.0,cloudy,93,15.0,327,19.0
2343378,Female,2014-06-30 06:50:00,2014-06-30 07:02:00,12.733333333333333,73.0,cloudy,195,31.0,80,19.0
2343377,Male,2014-06-30 06:49:00,2014-06-30 06:54:00,5.016666666666667,73.0,cloudy,56,19.0,181,31.0
2343376,Male,2014-06-30 06:49:00,2014-06-30 07:02:00,12.616666666666667,73.0,cloudy,77,23.0,59,19.0
2343375,Male,2014-06-30 06:49:00,2014-06-30 06:54:00,5.4,73.0,cloudy,73,19.0,49,27.0
2343373,Male,2014-06-30 06:49:00,2014-06-30 07:00:00,10.533333333333333,73.0,cloudy,174,23.0,26,31.0
2343372,Male,2014-06-30 06:49:00,2014-06-30 06:54:00,5.533333333333332,73.0,cloudy,50,27.0,197,19.0
2343371,Male,2014-06-30 06:49:00,2014-06-30 06:53:00,3.9166666666666665,73.0,cloudy,191,23.0,283,23.0
2343370,Male,2014-06-30 06:49:00,2014-06-30 07:02:00,13.566666666666665,73.0,cloudy,61,15.0,47,19.0
2343368,Male,2014-06-30 06:48:00,2014-06-30 07:01:00,12.966666666666667,73.0,cloudy,337,19.0,77,23.0
2343367,Male,2014-06-30 06:48:00,2014-06-30 06:54:00,5.85,73.0,cloudy,174,23.0,50,27.0
2343366,Male,2014-06-30 06:48:00,2014-06-30 06:54:00,6.05,73.0,cloudy,23,15.0,85,23.0
2343365,Male,2014-06-30 06:48:00,2014-06-30 06:54:00,5.933333333333334,73.0,cloudy,21,15.0,112,15.0
2343364,Male,2014-06-30 06:48:00,2014-06-30 06:54:00,6.433333333333334,73.0,cloudy,21,15.0,112,15.0
2343363,Female,2014-06-30 06:48:00,2014-06-30 06:55:00,7.05,73.0,cloudy,240,23.0,244,19.0
2343360,Male,2014-06-30 06:47:00,2014-06-30 06:54:00,6.666666666666668,73.0,cloudy,220,19.0,87,19.0
2343359,Male,2014-06-30 06:47:00,2014-06-30 06:56:00,8.866666666666667,73.0,cloudy,301,19.0,181,31.0
2343358,Male,2014-06-30 06:47:00,2014-06-30 07:06:00,18.666666666666668,73.0,cloudy,50,27.0,342,15.0
2343357,Male,2014-06-30 06:47:00,2014-06-30 06:59:00,11.4,73.0,cloudy,91,31.0,211,19.0
2343356,Male,2014-06-30 06:47:00,2014-06-30 06:53:00,6.316666666666666,73.0,cloudy,291,19.0,181,31.0
2343354,Female,2014-06-30 06:47:00,2014-06-30 07:02:00,14.65,73.0,cloudy,26,31.0,164,23.0
2343353,Male,2014-06-30 06:47:00,2014-06-30 06:52:00,5.45,73.0,cloudy,174,23.0,283,23.0
2343350,Male,2014-06-30 06:47:00,2014-06-30 06:54:00,7.6,73.0,cloudy,91,31.0,52,31.0
2343349,Male,2014-06-30 06:47:00,2014-06-30 07:00:00,12.966666666666667,73.0,cloudy,47,19.0,191,23.0
2343348,Male,2014-06-30 06:47:00,2014-06-30 06:52:00,5.7333333333333325,73.0,cloudy,94,19.0,113,15.0
2343347,Male,2014-06-30 06:47:00,2014-06-30 06:56:00,9.183333333333334,73.0,cloudy,232,23.0,314,15.0
2343344,Male,2014-06-30 06:47:00,2014-06-30 06:51:00,4.75,73.0,cloudy,174,23.0,283,23.0
2343340,Male,2014-06-30 06:46:00,2014-06-30 06:55:00,8.883333333333333,73.0,cloudy,91,31.0,47,19.0
2343339,Male,2014-06-30 06:46:00,2014-06-30 06:55:00,9.283333333333333,73.0,cloudy,91,31.0,26,31.0
2343338,Male,2014-06-30 06:46:00,2014-06-30 07:06:00,20.35,73.0,cloudy,116,15.0,48,27.0
2343337,Male,2014-06-30 06:46:00,2014-06-30 06:55:00,9.883333333333333,73.0,cloudy,192,39.0,48,27.0
2343334,Male,2014-06-30 06:45:00,2014-06-30 06:54:00,8.516666666666667,73.0,cloudy,192,39.0,284,23.0
2343329,Male,2014-06-30 06:45:00,2014-06-30 06:50:00,4.833333333333333,73.0,cloudy,44,27.0,195,31.0
2343328,Male,2014-06-30 06:45:00,2014-06-30 07:00:00,14.8,73.0,cloudy,152,15.0,219,11.0
2343327,Male,2014-06-30 06:45:00,2014-06-30 06:50:00,5.016666666666667,73.0,cloudy,175,19.0,286,23.0
2343326,Male,2014-06-30 06:45:00,2014-06-30 06:47:00,2.566666666666667,73.0,cloudy,301,19.0,176,19.0
2343325,Male,2014-06-30 06:45:00,2014-06-30 06:52:00,7.316666666666666,73.0,cloudy,195,31.0,25,23.0
2343324,Male,2014-06-30 06:44:00,2014-06-30 07:01:00,17.016666666666666,73.0,cloudy,75,23.0,24,15.0
2343322,Male,2014-06-30 06:44:00,2014-06-30 07:04:00,19.45,73.0,cloudy,300,15.0,211,19.0
2343319,Male,2014-06-30 06:44:00,2014-06-30 06:55:00,11.25,73.0,cloudy,72,15.0,284,23.0
2343318,Male,2014-06-30 06:44:00,2014-06-30 06:54:00,9.833333333333334,73.0,cloudy,192,39.0,195,31.0
2343316,Female,2014-06-30 06:44:00,2014-06-30 06:56:00,12.933333333333335,73.0,cloudy,67,15.0,58,19.0
2343314,Male,2014-06-30 06:43:00,2014-06-30 07:09:00,25.66666666666667,73.0,cloudy,69,19.0,37,19.0
2343312,Female,2014-06-30 06:43:00,2014-06-30 06:58:00,14.85,73.0,cloudy,176,19.0,77,23.0
2343310,Male,2014-06-30 06:43:00,2014-06-30 06:49:00,5.666666666666668,73.0,cloudy,318,15.0,229,19.0
2343307,Male,2014-06-30 06:43:00,2014-06-30 06:50:00,7.533333333333332,73.0,cloudy,174,23.0,31,23.0
2343306,Male,2014-06-30 06:43:00,2014-06-30 06:46:00,3.35,73.0,cloudy,28,15.0,288,11.0
2343305,Male,2014-06-30 06:43:00,2014-06-30 06:54:00,11.083333333333336,73.0,cloudy,111,19.0,286,23.0
2343303,Male,2014-06-30 06:42:00,2014-06-30 06:47:00,4.883333333333334,73.0,cloudy,192,39.0,98,15.0
2343302,Female,2014-06-30 06:41:00,2014-06-30 06:48:00,6.8,73.0,cloudy,276,11.0,69,19.0
2343301,Male,2014-06-30 06:41:00,2014-06-30 06:46:00,4.933333333333334,73.0,cloudy,319,15.0,13,19.0
2343300,Female,2014-06-30 06:41:00,2014-06-30 06:46:00,4.766666666666667,73.0,cloudy,5,19.0,169,15.0
2343299,Male,2014-06-30 06:41:00,2014-06-30 06:45:00,4.0,73.0,cloudy,174,23.0,100,23.0
2343298,Female,2014-06-30 06:41:00,2014-06-30 07:06:00,25.316666666666666,73.0,cloudy,72,15.0,110,23.0
2343297,Male,2014-06-30 06:40:00,2014-06-30 07:04:00,23.38333333333333,73.0,cloudy,190,15.0,91,31.0
2343296,Male,2014-06-30 06:39:00,2014-06-30 06:44:00,4.433333333333334,73.0,cloudy,165,19.0,232,23.0
2343295,Male,2014-06-30 06:39:00,2014-06-30 06:53:00,13.833333333333336,73.0,cloudy,168,19.0,195,31.0
2343294,Male,2014-06-30 06:39:00,2014-06-30 06:57:00,17.833333333333332,73.0,cloudy,94,19.0,44,27.0
2343293,Male,2014-06-30 06:39:00,2014-06-30 06:49:00,10.6,73.0,cloudy,91,31.0,211,19.0
2343290,Female,2014-06-30 06:39:00,2014-06-30 06:53:00,14.316666666666665,73.0,cloudy,94,19.0,47,19.0
2343289,Male,2014-06-30 06:39:00,2014-06-30 06:46:00,7.1,73.0,cloudy,192,39.0,71,15.0
2343282,Female,2014-06-30 06:38:00,2014-06-30 06:53:00,15.316666666666665,73.0,cloudy,94,19.0,211,19.0
2343281,Male,2014-06-30 06:38:00,2014-06-30 07:15:00,37.016666666666666,73.0,cloudy,298,15.0,301,19.0
2343278,Male,2014-06-30 06:38:00,2014-06-30 06:46:00,7.966666666666668,73.0,cloudy,74,23.0,211,19.0
2343277,Male,2014-06-30 06:38:00,2014-06-30 06:41:00,2.833333333333333,73.0,cloudy,31,23.0,337,19.0
2343275,Male,2014-06-30 06:38:00,2014-06-30 06:50:00,12.233333333333333,73.0,cloudy,147,15.0,37,19.0
2343274,Male,2014-06-30 06:38:00,2014-06-30 06:51:00,12.966666666666667,73.0,cloudy,192,39.0,26,31.0
2343273,Male,2014-06-30 06:38:00,2014-06-30 06:51:00,12.9,73.0,cloudy,192,39.0,26,31.0
2343272,Male,2014-06-30 06:38:00,2014-06-30 06:51:00,13.233333333333333,73.0,cloudy,192,39.0,26,31.0
2343269,Female,2014-06-30 06:37:00,2014-06-30 06:49:00,11.8,73.0,cloudy,247,15.0,328,15.0
2343266,Male,2014-06-30 06:37:00,2014-06-30 06:48:00,10.85,73.0,cloudy,233,15.0,283,23.0
2343265,Female,2014-06-30 06:37:00,2014-06-30 06:48:00,11.733333333333333,73.0,cloudy,31,23.0,287,27.0
2343264,Male,2014-06-30 06:37:00,2014-06-30 07:02:00,25.316666666666666,73.0,cloudy,292,11.0,181,31.0
2343262,Male,2014-06-30 06:36:00,2014-06-30 06:47:00,10.25,73.0,cloudy,192,39.0,195,31.0
2343261,Male,2014-06-30 06:36:00,2014-06-30 06:41:00,4.583333333333333,73.0,cloudy,190,15.0,67,15.0
2343256,Male,2014-06-30 06:36:00,2014-06-30 06:42:00,5.533333333333332,73.0,cloudy,114,27.0,330,19.0
2343255,Male,2014-06-30 06:36:00,2014-06-30 06:55:00,18.816666666666666,73.0,cloudy,185,11.0,217,15.0
2343252,Male,2014-06-30 06:36:00,2014-06-30 06:42:00,6.4,73.0,cloudy,56,19.0,181,31.0
2343249,Male,2014-06-30 06:36:00,2014-06-30 06:48:00,12.066666666666665,73.0,cloudy,192,39.0,52,31.0
2343245,Male,2014-06-30 06:35:00,2014-06-30 06:42:00,7.183333333333334,73.0,cloudy,195,31.0,37,19.0
2343244,Male,2014-06-30 06:35:00,2014-06-30 06:45:00,9.566666666666666,73.0,cloudy,77,23.0,92,19.0
2343243,Female,2014-06-30 06:35:00,2014-06-30 06:55:00,20.183333333333334,73.0,cloudy,30,15.0,195,31.0
2343238,Male,2014-06-30 06:35:00,2014-06-30 06:38:00,3.2,73.0,cloudy,29,15.0,210,19.0
2343237,Male,2014-06-30 06:35:00,2014-06-30 06:52:00,17.6,73.0,cloudy,168,19.0,76,39.0
2343236,Female,2014-06-30 06:35:00,2014-06-30 06:40:00,5.016666666666667,73.0,cloudy,190,15.0,67,15.0
2343235,Male,2014-06-30 06:34:00,2014-06-30 06:49:00,14.35,73.0,cloudy,237,15.0,50,27.0
2343234,Male,2014-06-30 06:34:00,2014-06-30 06:49:00,14.433333333333335,73.0,cloudy,91,31.0,342,15.0
2343227,Male,2014-06-30 06:34:00,2014-06-30 06:42:00,8.616666666666667,73.0,cloudy,48,27.0,77,23.0
2343222,Male,2014-06-30 06:33:00,2014-06-30 06:36:00,2.8666666666666667,73.0,cloudy,306,15.0,240,23.0
2343221,Male,2014-06-30 06:33:00,2014-06-30 06:37:00,3.6166666666666663,73.0,cloudy,134,19.0,75,23.0
2343220,Male,2014-06-30 06:33:00,2014-06-30 06:51:00,17.983333333333334,73.0,cloudy,207,15.0,36,31.0
2343218,Male,2014-06-30 06:32:00,2014-06-30 06:44:00,11.383333333333333,73.0,cloudy,54,19.0,134,19.0
2343215,Male,2014-06-30 06:32:00,2014-06-30 06:37:00,4.8,73.0,cloudy,307,15.0,58,19.0
2343213,Male,2014-06-30 06:32:00,2014-06-30 06:36:00,3.8,73.0,cloudy,160,15.0,69,19.0
2343212,Male,2014-06-30 06:32:00,2014-06-30 06:49:00,17.8,73.0,cloudy,273,15.0,66,19.0
2343210,Male,2014-06-30 06:31:00,2014-06-30 06:34:00,3.05,73.0,cloudy,75,23.0,283,23.0
2343209,Male,2014-06-30 06:31:00,2014-06-30 06:50:00,18.7,73.0,cloudy,183,15.0,22,15.0
2343207,Male,2014-06-30 06:30:00,2014-06-30 06:50:00,19.733333333333334,73.0,cloudy,94,19.0,174,23.0
2343206,Male,2014-06-30 06:31:00,2014-06-30 06:45:00,14.0,73.0,cloudy,85,23.0,287,27.0
2343204,Male,2014-06-30 06:31:00,2014-06-30 06:43:00,12.5,73.0,cloudy,185,11.0,327,19.0
2343197,Male,2014-06-30 06:29:00,2014-06-30 06:40:00,10.7,73.0,cloudy,91,31.0,26,31.0
2343195,Male,2014-06-30 06:29:00,2014-06-30 06:36:00,6.916666666666668,73.0,cloudy,110,23.0,44,27.0
2343194,Male,2014-06-30 06:29:00,2014-06-30 06:43:00,13.4,73.0,cloudy,91,31.0,26,31.0
2343192,Male,2014-06-30 06:29:00,2014-06-30 06:42:00,13.483333333333333,73.0,cloudy,91,31.0,26,31.0
2343191,Female,2014-06-30 06:29:00,2014-06-30 06:51:00,22.766666666666666,73.0,cloudy,129,15.0,52,31.0
2343189,Female,2014-06-30 06:28:00,2014-06-30 06:38:00,9.8,73.0,cloudy,205,15.0,261,15.0
2343187,Male,2014-06-30 06:28:00,2014-06-30 06:38:00,10.033333333333333,73.0,cloudy,190,15.0,20,15.0
2343186,Male,2014-06-30 06:28:00,2014-06-30 06:38:00,10.316666666666666,73.0,cloudy,337,19.0,286,23.0
2343182,Male,2014-06-30 06:27:00,2014-06-30 06:37:00,10.083333333333334,73.0,cloudy,174,23.0,26,31.0
2343181,Male,2014-06-30 06:27:00,2014-06-30 06:44:00,17.55,73.0,cloudy,61,15.0,191,23.0
2343178,Male,2014-06-30 06:26:00,2014-06-30 06:38:00,11.283333333333333,73.0,cloudy,298,15.0,298,15.0
2343177,Male,2014-06-30 06:26:00,2014-06-30 06:43:00,16.65,73.0,cloudy,176,19.0,50,27.0
2343175,Female,2014-06-30 06:26:00,2014-06-30 06:51:00,25.23333333333333,73.0,cloudy,300,15.0,48,27.0
2343174,Male,2014-06-30 06:26:00,2014-06-30 06:31:00,5.4833333333333325,73.0,cloudy,192,39.0,80,19.0
2343173,Female,2014-06-30 06:24:00,2014-06-30 06:36:00,12.333333333333336,73.0,cloudy,26,31.0,48,27.0
2343172,Male,2014-06-30 06:26:00,2014-06-30 06:30:00,4.816666666666666,73.0,cloudy,91,31.0,75,23.0
2343169,Male,2014-06-30 06:25:00,2014-06-30 06:29:00,3.8666666666666663,73.0,cloudy,191,23.0,164,23.0
2343168,Female,2014-06-30 06:25:00,2014-06-30 06:40:00,15.716666666666667,73.0,cloudy,126,15.0,77,23.0
2343166,Male,2014-06-30 06:24:00,2014-06-30 06:27:00,2.933333333333333,73.0,cloudy,56,19.0,91,31.0
2343163,Male,2014-06-30 06:23:00,2014-06-30 06:28:00,4.266666666666667,73.0,cloudy,300,15.0,115,23.0
2343162,Male,2014-06-30 06:23:00,2014-06-30 06:49:00,25.48333333333333,73.0,cloudy,245,15.0,85,23.0
2343161,Female,2014-06-30 06:23:00,2014-06-30 06:31:00,7.533333333333332,73.0,cloudy,226,15.0,87,19.0
2343160,Male,2014-06-30 06:23:00,2014-06-30 06:27:00,3.8,73.0,cloudy,210,19.0,29,15.0
2343159,Female,2014-06-30 06:22:00,2014-06-30 06:29:00,6.8,73.0,cloudy,174,23.0,43,43.0
2343158,Male,2014-06-30 06:19:00,2014-06-30 06:22:00,3.0,73.0,cloudy,303,15.0,114,27.0
2343157,Male,2014-06-30 06:22:00,2014-06-30 06:29:00,6.7666666666666675,73.0,cloudy,176,19.0,211,19.0
2343156,Male,2014-06-30 06:22:00,2014-06-30 06:30:00,8.383333333333333,73.0,cloudy,25,23.0,197,19.0
2343155,Male,2014-06-30 06:22:00,2014-06-30 06:25:00,3.3666666666666667,73.0,cloudy,198,19.0,91,31.0
2343154,Male,2014-06-30 06:21:00,2014-06-30 06:27:00,5.383333333333334,73.0,cloudy,181,31.0,211,19.0
2343152,Male,2014-06-30 06:21:00,2014-06-30 06:27:00,5.95,73.0,cloudy,66,19.0,287,27.0
2343150,Male,2014-06-30 06:20:00,2014-06-30 06:38:00,18.433333333333334,73.0,cloudy,306,15.0,94,19.0
2343147,Male,2014-06-30 06:18:00,2014-06-30 06:24:00,6.0,73.0,cloudy,77,23.0,33,27.0
2343146,Male,2014-06-30 06:18:00,2014-06-30 06:24:00,6.083333333333332,73.0,cloudy,74,23.0,77,23.0
2343144,Male,2014-06-30 06:18:00,2014-06-30 06:21:00,3.4,73.0,cloudy,191,23.0,36,31.0
2343143,Male,2014-06-30 06:16:00,2014-06-30 06:28:00,12.483333333333333,73.0,cloudy,91,31.0,195,31.0
2343142,Male,2014-06-30 06:16:00,2014-06-30 06:24:00,7.916666666666668,73.0,cloudy,91,31.0,92,19.0
2343141,Male,2014-06-30 06:16:00,2014-06-30 06:27:00,11.483333333333333,73.0,cloudy,192,39.0,26,31.0
2343140,Male,2014-06-30 06:09:00,2014-06-30 06:17:00,8.816666666666666,73.0,cloudy,44,27.0,35,39.0
2343139,Male,2014-06-30 06:15:00,2014-06-30 06:26:00,10.483333333333333,73.0,cloudy,91,31.0,5,19.0
2343138,Male,2014-06-30 06:15:00,2014-06-30 06:21:00,6.0,73.0,cloudy,298,15.0,311,15.0
2343137,Male,2014-06-30 06:15:00,2014-06-30 06:23:00,7.7333333333333325,73.0,cloudy,91,31.0,198,19.0
2343136,Male,2014-06-30 06:14:00,2014-06-30 06:26:00,12.016666666666667,73.0,cloudy,137,15.0,50,27.0
2343135,Male,2014-06-30 06:14:00,2014-06-30 06:31:00,16.433333333333334,73.0,cloudy,168,19.0,148,11.0
2343134,Male,2014-06-30 06:14:00,2014-06-30 06:23:00,8.9,73.0,cloudy,50,27.0,211,19.0
2343132,Male,2014-06-30 06:13:00,2014-06-30 06:32:00,19.066666666666666,73.0,cloudy,69,19.0,75,23.0
2343131,Male,2014-06-30 06:12:00,2014-06-30 06:21:00,8.633333333333333,73.0,cloudy,80,19.0,100,23.0
2343130,Female,2014-06-30 06:12:00,2014-06-30 06:19:00,7.283333333333332,73.0,cloudy,123,15.0,158,15.0
2343126,Male,2014-06-30 06:08:00,2014-06-30 06:15:00,7.05,73.0,cloudy,318,15.0,229,19.0
2343125,Male,2014-06-30 06:07:00,2014-06-30 06:14:00,7.066666666666666,73.0,cloudy,92,19.0,91,31.0
2343124,Male,2014-06-30 06:07:00,2014-06-30 06:10:00,3.066666666666667,73.0,cloudy,173,15.0,173,15.0
2343123,Male,2014-06-30 06:07:00,2014-06-30 06:30:00,23.9,73.0,cloudy,290,15.0,174,23.0
2343122,Female,2014-06-30 06:06:00,2014-06-30 06:11:00,4.45,73.0,cloudy,166,15.0,307,15.0
2343120,Male,2014-06-30 06:06:00,2014-06-30 06:10:00,4.25,73.0,cloudy,100,23.0,66,19.0
2343119,Male,2014-06-30 06:06:00,2014-06-30 06:26:00,20.383333333333333,73.0,cloudy,324,15.0,81,39.0
2343118,Female,2014-06-30 06:05:00,2014-06-30 06:23:00,18.516666666666666,73.0,cloudy,24,15.0,75,23.0
2343116,Female,2014-06-30 06:03:00,2014-06-30 06:06:00,3.216666666666667,73.0,cloudy,135,11.0,206,15.0
2343115,Male,2014-06-30 06:03:00,2014-06-30 06:07:00,3.533333333333333,73.0,cloudy,66,19.0,100,23.0
2343114,Female,2014-06-30 06:02:00,2014-06-30 06:06:00,3.9,73.0,cloudy,80,19.0,198,19.0
2343113,Male,2014-06-30 06:02:00,2014-06-30 06:06:00,4.033333333333333,73.0,cloudy,153,19.0,115,23.0
2343111,Female,2014-06-30 06:01:00,2014-06-30 06:08:00,7.416666666666668,73.0,cloudy,115,23.0,223,15.0
2343109,Female,2014-06-30 05:59:00,2014-06-30 06:02:00,3.4,73.0,cloudy,19,15.0,317,15.0
2343108,Male,2014-06-30 05:59:00,2014-06-30 06:02:00,2.85,73.0,cloudy,225,15.0,327,19.0
2343107,Male,2014-06-30 05:59:00,2014-06-30 06:03:00,4.6,73.0,cloudy,160,15.0,69,19.0
2343106,Female,2014-06-30 05:58:00,2014-06-30 06:06:00,8.0,73.0,cloudy,140,19.0,100,23.0
2343105,Female,2014-06-30 05:57:00,2014-06-30 06:01:00,4.016666666666667,73.0,cloudy,17,15.0,128,15.0
2343104,Male,2014-06-30 05:57:00,2014-06-30 06:06:00,9.6,73.0,cloudy,283,23.0,81,39.0
2343103,Male,2014-06-30 05:55:00,2014-06-30 05:57:00,2.55,73.0,cloudy,306,15.0,240,23.0
2343102,Male,2014-06-30 05:53:00,2014-06-30 06:19:00,26.53333333333333,73.0,cloudy,134,19.0,34,15.0
2343101,Male,2014-06-30 05:52:00,2014-06-30 06:07:00,15.483333333333333,73.0,cloudy,313,19.0,173,15.0
2343100,Male,2014-06-30 05:51:00,2014-06-30 05:58:00,6.8,73.0,cloudy,100,23.0,283,23.0
2343099,Male,2014-06-30 05:50:00,2014-06-30 05:56:00,5.816666666666666,73.0,cloudy,175,19.0,283,23.0
2343097,Male,2014-06-30 05:50:00,2014-06-30 05:55:00,5.266666666666667,73.0,cloudy,134,19.0,36,31.0
2343094,Male,2014-06-30 05:48:00,2014-06-30 05:55:00,6.95,73.0,cloudy,301,19.0,143,15.0
2343092,Male,2014-06-30 05:47:00,2014-06-30 06:08:00,21.1,73.0,cloudy,144,15.0,211,19.0
2343091,Male,2014-06-30 05:47:00,2014-06-30 05:57:00,10.5,73.0,cloudy,75,23.0,195,31.0
2343090,Male,2014-06-30 05:46:00,2014-06-30 06:03:00,17.433333333333334,73.0,cloudy,339,11.0,178,15.0
2343089,Male,2014-06-30 05:44:00,2014-06-30 06:03:00,18.416666666666668,73.0,cloudy,333,15.0,24,15.0
2343088,Male,2014-06-30 05:44:00,2014-06-30 05:47:00,3.1333333333333333,73.0,cloudy,281,15.0,203,15.0
2343087,Male,2014-06-30 05:43:00,2014-06-30 05:57:00,13.85,73.0,cloudy,341,19.0,50,27.0
2343086,Male,2014-06-30 05:42:00,2014-06-30 05:50:00,7.366666666666666,73.0,cloudy,43,43.0,56,19.0
